merge_key,Structure Author,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID,GENE,RESOLUTION,XRAY/EM,METHOD,AGGREGATION STATE,RECONSTRUCTION METHOD
8HB0,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-01,KZ3,8HB0,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,12.235,Hetero 2-mer,,SLC5A2,SLC5A2,2.90 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HDH,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-08,L3R,8HDH,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,73.248,Hetero 2-mer,,SLC5A2,SLC5A2,3.10 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HDH,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-08,L3R,8HDH,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,12.235,Hetero 2-mer,,SLC5A2,SLC5A2,3.10 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HG7,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-15,LFL,8HG7,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,73.248,Hetero 2-mer,,SLC5A2,SLC5A2,3.10 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HG7,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-15,LFL,8HG7,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,12.235,Hetero 2-mer,,SLC5A2,SLC5A2,3.10 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIN,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-22,LN9,8HIN,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,73.248,Hetero 2-mer,,SLC5A2,SLC5A2,3.30 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIN,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-22,LN9,8HIN,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,12.235,Hetero 2-mer,,SLC5A2,SLC5A2,3.30 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7VSI,"Chen, L., Niu, Y., Liu, R.",6273509,34880493.0,2021-12-15,7R3,7VSI,4.0,10.1038/s41586-021-04212-9,Structural basis of inhibition of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,72.949,Hetero 2-mer,,SLC5A2,SLC5A2,2.95 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7VSI,"Chen, L., Niu, Y., Liu, R.",6273509,34880493.0,2021-12-15,7R3,7VSI,4.0,10.1038/s41586-021-04212-9,Structural basis of inhibition of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,5.937,Hetero 2-mer,,SLC5A2,SLC5A2,2.95 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HEZ,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-15,LE6,8HEZ,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,12.235,Hetero 2-mer,,SLC5A2,SLC5A2,2.80 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HEZ,"Hiraizumi, M., Kishida, H., Miyaguchi, I., Nureki, O.",PMC10803289,38057552.0,2023-11-15,LE6,8HEZ,4.0,10.1038/s41594-023-01134-0,Transport and inhibition mechanism of the human SGLT2-MAP17 glucose transporter.,Homo sapiens,Homo sapiens,73.248,Hetero 2-mer,,SLC5A2,SLC5A2,2.80 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7UV0,"Ravera, S., Nicola, J.P., Salazar-De Simone, G., Sigworth, F., Karakas, E., Amzel, L.M., Bianchet, M., Carrasco, N.",PMC10501339,36517601.0,2022-12-21,,7UV0,1.0,10.1038/s41586-022-05530-2,Structural insights into the mechanism of the sodium/iodide symporter.,Homo sapiens,Rattus norvegicus,73.914,Monomer,,SLC5A5,SLC5A5,3.10 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7UUZ,"Ravera, S., Nicola, J.P., Salazar-De Simone, G., Sigworth, F., Karakas, E., Amzel, L.M., Bianchet, M., Carrasco, N.",PMC10501339,36517601.0,2022-12-21,,7UUZ,,10.1038/s41586-022-05530-2,Structural insights into the mechanism of the sodium/iodide symporter.,Homo sapiens,Rattus norvegicus,73.914,Monomer,,SLC5A5,SLC5A5,3.20 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7UUY,"Ravera, S., Nicola, J.P., Salazar-De Simone, G., Sigworth, F., Karakas, E., Amzel, L.M., Bianchet, M., Carrasco, N.",PMC10501339,36517601.0,2022-12-21,,7UUY,1.0,10.1038/s41586-022-05530-2,Structural insights into the mechanism of the sodium/iodide symporter.,Homo sapiens,Rattus norvegicus,73.914,Monomer,,SLC5A5,SLC5A5,3.30 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M1D,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M1D,10.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Homo sapiens,73.289,Hetero 4-mer,,SLC6A19,SLC6A19,4.50 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M1D,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M1D,10.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Homo sapiens,93.756,Hetero 4-mer,,SLC6A19,SLC6A19,4.50 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M17,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Guo, Y.Y., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M17,16.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Homo sapiens,73.289,Hetero 6-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 6-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M17,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Guo, Y.Y., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M17,16.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Homo sapiens,93.756,Hetero 6-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 6-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M17,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Guo, Y.Y., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M17,16.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,25.122,Hetero 6-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 6-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M18,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M18,10.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Homo sapiens,73.289,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M18,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Xia, L., Zhou, Q.",PMC7164635,32132184.0,2020-03-11,,6M18,10.0,10.1126/science.abb2762,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Homo sapiens,Homo sapiens,93.756,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8I92,"Li, Y.N., Zhang, Y.Y., Shen, Y.P., Yan, R.H.",PMC10491607,37684251.0,2023-09-27,,8I92,10.0,10.1038/s41421-023-00596-2,Structural insight into the substrate recognition and transport mechanism of amino acid transporter complex ACE2-B 0 AT1 and ACE2-SIT1.,Homo sapiens,Homo sapiens,95.38,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8I92,"Li, Y.N., Zhang, Y.Y., Shen, Y.P., Yan, R.H.",PMC10491607,37684251.0,2023-09-27,,8I92,10.0,10.1038/s41421-023-00596-2,Structural insight into the substrate recognition and transport mechanism of amino acid transporter complex ACE2-B 0 AT1 and ACE2-SIT1.,Homo sapiens,Homo sapiens,68.013,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8I93,"Li, Y.N., Zhang, Y.Y., Shen, Y.P., Yan, R.H.",PMC10491607,37684251.0,2023-09-27,,8I93,10.0,10.1038/s41421-023-00596-2,Structural insight into the substrate recognition and transport mechanism of amino acid transporter complex ACE2-B 0 AT1 and ACE2-SIT1.,Homo sapiens,Homo sapiens,86.549,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.10 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8I93,"Li, Y.N., Zhang, Y.Y., Shen, Y.P., Yan, R.H.",PMC10491607,37684251.0,2023-09-27,,8I93,10.0,10.1038/s41421-023-00596-2,Structural insight into the substrate recognition and transport mechanism of amino acid transporter complex ACE2-B 0 AT1 and ACE2-SIT1.,Homo sapiens,Homo sapiens,73.126,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.10 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7V61,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.",PMC8385704,34433803.0,2022-06-22,,7V61,18.0,10.1038/s41392-021-00740-y,ACE2-targeting monoclonal antibody as potent and broad-spectrum coronavirus blocker.,Homo sapiens,Homo sapiens,73.289,Hetero 8-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7V61,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.",PMC8385704,34433803.0,2022-06-22,,7V61,18.0,10.1038/s41392-021-00740-y,ACE2-targeting monoclonal antibody as potent and broad-spectrum coronavirus blocker.,Homo sapiens,Homo sapiens,93.971,Hetero 8-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7V61,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.",PMC8385704,34433803.0,2022-06-22,,7V61,18.0,10.1038/s41392-021-00740-y,ACE2-targeting monoclonal antibody as potent and broad-spectrum coronavirus blocker.,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2,49.967,Hetero 8-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7V61,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.",PMC8385704,34433803.0,2022-06-22,,7V61,18.0,10.1038/s41392-021-00740-y,ACE2-targeting monoclonal antibody as potent and broad-spectrum coronavirus blocker.,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2,23.507,Hetero 8-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DWX,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DWX,87.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,73.289,Hetero 10-mer,N-Glycosylation,SLC6A19,SLC6A19,8.30 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DWX,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DWX,87.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,93.971,Hetero 10-mer,N-Glycosylation,SLC6A19,SLC6A19,8.30 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DWX,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DWX,87.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Hetero 10-mer,N-Glycosylation,SLC6A19,SLC6A19,8.30 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DWY,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DWY,42.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Homo 3-mer,N-Glycosylation,SLC6A19,SLC6A19,2.70 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DWZ,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DWZ,39.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Homo 3-mer,N-Glycosylation,SLC6A19,SLC6A19,3.30 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX1,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX1,35.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.445,Homo 3-mer,N-Glycosylation,SLC6A19,SLC6A19,3.10 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX3,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX3,35.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Homo 3-mer,N-Glycosylation,SLC6A19,SLC6A19,3.50 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX5,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX5,40.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.30 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX5,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX5,40.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,93.971,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.30 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX6,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX6,40.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.00 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX6,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX6,40.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,93.971,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.00 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX7,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX7,40.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.40 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX7,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX7,40.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,93.971,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.40 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX8,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX8,44.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,Hetero 5-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 5-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX8,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX8,44.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,93.971,Hetero 5-mer,N-Glycosylation,SLC6A19,SLC6A19,2.90 Å,: Hetero 5-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX9,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX9,45.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,142.503,"Hetero 5-mer, Homo 3-mer",N-Glycosylation,SLC6A19,SLC6A19,3.60 Å,: Hetero 5-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7DX9,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Ye, F.F., Guo, Y.Y., Xia, L., Zhong, X.Y., Chi, X.M., Zhou, Q.",PMC7972335,33737693.0,2021-03-31,,7DX9,45.0,10.1038/s41422-021-00490-0,Structural basis for the different states of the spike protein of SARS-CoV-2 in complex with ACE2.,Homo sapiens,Homo sapiens,93.971,"Hetero 5-mer, Homo 3-mer",N-Glycosylation,SLC6A19,SLC6A19,3.60 Å,: Hetero 5-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WBY,"Yan, R., Hu, Z., Dai, L.",PMC11341722,39174516.0,2024-09-11,,8WBY,10.0,10.1038/s41467-024-51748-1,Molecular basis of inhibition of the amino acid transporter B 0 AT1 (SLC6A19).,Eukaryota,Homo sapiens,72.93,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.18 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WBY,"Yan, R., Hu, Z., Dai, L.",PMC11341722,39174516.0,2024-09-11,,8WBY,10.0,10.1038/s41467-024-51748-1,Molecular basis of inhibition of the amino acid transporter B 0 AT1 (SLC6A19).,Eukaryota,Homo sapiens,94.18,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.18 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WBZ,"Yan, R., Hu, Z., Dai, L.",PMC11341722,39174516.0,2024-09-11,,8WBZ,10.0,10.1038/s41467-024-51748-1,Molecular basis of inhibition of the amino acid transporter B 0 AT1 (SLC6A19).,Eukaryota,Homo sapiens,72.93,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WBZ,"Yan, R., Hu, Z., Dai, L.",PMC11341722,39174516.0,2024-09-11,,8WBZ,10.0,10.1038/s41467-024-51748-1,Molecular basis of inhibition of the amino acid transporter B 0 AT1 (SLC6A19).,Eukaryota,Homo sapiens,94.18,Hetero 4-mer,N-Glycosylation,SLC6A19,SLC6A19,3.20 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
5AYM,"Taniguchi, R., Kato, H.E., Font, J., Deshpande, C.N., Ishitani, R., Jormakka, M., Nureki, O.",PMC4633820,26461048.0,2015-11-04,,5AYM,,10.1038/ncomms9545,Outward- and inward-facing structures of a putative bacterial transition-metal transporter with homology to ferroportin,Escherichia coli,Bdellovibrio bacteriovorus HD100,48.601,Monomer,,SLC40A1,SLC40A1,3.00 Å,: Monomer -,X-RAY DIFFRACTION,,
5AYN,"Taniguchi, R., Kato, H.E., Font, J., Deshpande, C.N., Ishitani, R., Jormakka, M., Nureki, O.",PMC4633820,26461048.0,2015-11-04,,5AYN,,10.1038/ncomms9545,Outward- and inward-facing structures of a putative bacterial transition-metal transporter with homology to ferroportin,Escherichia coli,Bdellovibrio bacteriovorus HD100,48.601,Monomer,,SLC40A1,SLC40A1,2.20 Å,: Monomer -,X-RAY DIFFRACTION,,
5AYO,"Taniguchi, R., Kato, H.E., Font, J., Deshpande, C.N., Ishitani, R., Jormakka, M., Nureki, O.",PMC4633820,26461048.0,2015-11-04,,5AYO,,10.1038/ncomms9545,Outward- and inward-facing structures of a putative bacterial transition-metal transporter with homology to ferroportin,Escherichia coli,Bdellovibrio bacteriovorus HD100,48.601,Monomer,,SLC40A1,SLC40A1,3.30 Å,: Monomer -,X-RAY DIFFRACTION,,
6VYH,"Shen, J., Ren, Z., Pan, Y., Gao, S., Yan, N., Zhou, M.",PMC7655804,33173040.0,2020-11-11,,6VYH,2.0,10.1038/s41467-020-19458-6,Structural basis of ion transport and inhibition in ferroportin.,Trichoplusia ni,Carlito syrichta,63.705,Hetero 3-mer,,SLC40A1,SLC40A1,3.00 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6VYH,"Shen, J., Ren, Z., Pan, Y., Gao, S., Yan, N., Zhou, M.",PMC7655804,33173040.0,2020-11-11,,6VYH,2.0,10.1038/s41467-020-19458-6,Structural basis of ion transport and inhibition in ferroportin.,Trichoplusia ni,Mus musculus,23.494,Hetero 3-mer,,SLC40A1,SLC40A1,3.00 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6VYH,"Shen, J., Ren, Z., Pan, Y., Gao, S., Yan, N., Zhou, M.",PMC7655804,33173040.0,2020-11-11,,6VYH,2.0,10.1038/s41467-020-19458-6,Structural basis of ion transport and inhibition in ferroportin.,Trichoplusia ni,Mus musculus,25.815,Hetero 3-mer,,SLC40A1,SLC40A1,3.00 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WIK,"Shen, J., Ren, Z., Pan, Y., Gao, S., Yan, N., Zhou, M.",PMC7655804,33173040.0,2020-11-11,,6WIK,2.0,10.1038/s41467-020-19458-6,Structural basis of ion transport and inhibition in ferroportin.,,Mus musculus,23.494,Hetero 3-mer,,SLC40A1,SLC40A1,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
