Entry ID,Structure Author,Crystal Growth Procedure,Structural Genomics Project Center Name,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,Structure Determination Methodology,Data Collection Resolution,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID
7VR7,"Kato, T., Kusakizako, T., Yamashita, K., Nishizawa, T., Nureki, O.",,,PMC9372063,35953475,2022-08-10,,7VR7,,experimental,,10.1038/s41467-022-32442-6,Structural insights into inhibitory mechanism of human excitatory amino acid transporter EAAT2.,Homo sapiens,Homo sapiens,63.017,Homo 3-mer,,SLC1A2
7VR8,"Kato, T., Kusakizako, T., Yamashita, K., Nishizawa, T., Nureki, O.",,,PMC9372063,35953475,2022-08-10,,7VR8,,experimental,,10.1038/s41467-022-32442-6,Structural insights into inhibitory mechanism of human excitatory amino acid transporter EAAT2.,Homo sapiens,Homo sapiens,63.017,Homo 3-mer,,SLC1A2
7XR4,"Zhao, Y., Zhang, Z.",,,PMC9184463,35680945,2022-06-22,,7XR4,,experimental,,10.1038/s41467-022-31031-x,Structural basis of ligand binding modes of human EAAT2.,Homo sapiens,Homo sapiens,62.165,Homo 3-mer,,SLC1A2
7XR6,"Zhao, Y., Zhang, Z.",,,PMC9184463,35680945,2022-06-22,,7XR6,,experimental,,10.1038/s41467-022-31031-x,Structural basis of ligand binding modes of human EAAT2.,Homo sapiens,Homo sapiens,62.165,Homo 3-mer,,SLC1A2
,,,,,,,,,,,,,,,,,,,SLC1A4
7P4I,"Stetsenko, A., Stehantsev, P., Gati, C., Guskov, A.",,,,,2021-10-06,,7P4I,,experimental,,10.1016/j.csbj.2021.09.015,A structural view onto disease-linked mutations in the human neutral amino acid exchanger ASCT1,Komagataella pastoris,Homo sapiens,55.767,Homo 3-mer,,SLC1A4
,,,,,,,,,,,,,,,,,,,SLC15A1
6GS1,"Ural-Blimke, Y., Flayhan, A., Loew, C., Quistgaard, E.M.","PEG 600, magnesium chloride, MES buffer, pH 6.5",,,30644743,2019-01-30,,6GS1,1,experimental,3.29,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Escherichia coli K-12,54.97,Hetero 2-mer,,SLC15A1
,,,,,,,,,,,,,,Escherichia coli,Lama glama,14.401,,,SLC15A1
6GS7,"Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.","PEG 400, calcium chloride, glycine buffer",,,30644743,2019-01-30,,6GS7,1,experimental,3.3,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Escherichia coli K-12,54.97,Hetero 2-mer,,SLC15A1
,,,,,,,,,,,,,,Escherichia coli,Lama glama,14.401,,,SLC15A1
6GS4,"Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.","PEG 400, calcium chloride, glycine buffer, Anapoe-C12E10",,,30644743,2019-01-30,,6GS4,1,experimental,2.65,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Escherichia coli K-12,54.97,Hetero 2-mer,,SLC15A1
,,,,,,,,,,,,,,Escherichia coli,Lama glama,14.401,,,SLC15A1
7PN1,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",,,PMC8565842,34730990,2021-10-20,,7PN1,,experimental,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,78.872,Monomer,,SLC15A1
7PMW,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",,,PMC8565842,34730990,2021-10-20,,7PMW,,experimental,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,78.872,Monomer,,SLC15A1
,,,,,,,,,,,,,,,Homo sapiens,0.236,,,SLC15A1
7PMX,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",,,PMC8565842,34730990,2021-10-20,,7PMX,,experimental,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,78.872,Monomer,,SLC15A1
,,,,,,,,,,,,,,,Homo sapiens,0.236,,,SLC15A1
7S8U,"Shen, J., Zhou, M.",,,PMC10404463,35580608,2022-07-20,,7S8U,1,experimental,,10.1016/j.str.2022.04.011,Extracellular domain of PepT1 interacts with TM1 to facilitate substrate transport.,Trichoplusia ni,Equus caballus,78.724,Monomer,,SLC15A1
,,,,,,,,,,,,,,,,,,,SLC6A9
6ZBV,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.","0.1M ADA pH 7, 13-25% PEG600, 4-14% v/v-1,3-Butanediol",,2941541,33658720,2021-03-17,,6ZBV,2,experimental,3.4,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Mammalian expression vector EGFP-MCS-pcDNA3.1,Homo sapiens,64.801,Hetero 2-mer,,SLC6A9
,,,,,,,,,,,,,,Escherichia coli MC1061,unidentified,13.304,,,SLC6A9
6ZPL,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.","Crystals appeared in 3-10 days in 0.1 M ADA pH 7, 13-25% PEG600, 4-14% v/v, 1,3-Butanediol with the longest dimension of 2-5 um.",,2941541,33658720,2021-03-17,,6ZPL,2,experimental,3.9,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Spodoptera frugiperda,Homo sapiens,64.73,Hetero 5-mer,,SLC6A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Acetivibrio thermocellus ATCC 27405,31.164,,,SLC6A9
,,,,,,,,,,,,,,Escherichia coli MC1061,unidentified,13.304,,,SLC6A9
8WFJ,"Wei, Y., Zhao, Y.",,,,38513663,2024-04-03,,8WFJ,1,experimental,,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,72.533,Monomer,,SLC6A9
8WFK,"Wei, Y., Zhao, Y.",,,,38513663,2024-04-03,,8WFK,,experimental,,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,72.533,Monomer,,SLC6A9
8WFL,"Wei, Y., Zhao, Y.",,,,38513663,2024-04-03,,8WFL,1,experimental,,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,72.533,Monomer,,SLC6A9
8WFI,"Wei, Y., Zhao, Y.",,,,38513663,2024-04-03,,8WFI,1,experimental,,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,63.769,Monomer,,SLC6A9
,,,,,,,,,,,,,,,,,,,SLC9A3
7X2U,"Dong, Y., Li, H., Gao, Y., Zhang, X.C., Zhao, Y.",,,,,2022-04-20,,7X2U,,experimental,,,Structure of a human NHE3-CHP1 complex in the autoinhibited state,Homo sapiens,Homo sapiens,70.537,Hetero 4-mer,,SLC9A3
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,21.412,,,SLC9A3
,,,,,,,,,,,,,,,,,,,SLC11A2
5F0L,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.","0.75 M AmSO4, 0.1 M MES pH 6.0, 15% Glycerol",,PMC5147500,27889239,2016-12-07,,5F0L,,experimental,3.19,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,53.288,Hetero 4-mer,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),Homo sapiens,37.165,,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),Homo sapiens,19.194,,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),Homo sapiens,2.66,,,SLC11A2
5F0M,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.","0.8 M AmSO4, 0.1 M MES pH 6.0, 5% Glycerol",,PMC5147500,27889239,2016-12-07,,5F0M,,experimental,3.1,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,53.288,Hetero 4-mer,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,2.218,,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,37.913,,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),Homo sapiens,19.194,,,SLC11A2
5F0P,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.","0.8 M AmSO4, 0.1 M MES pH 6.0, 10% Glycerol",,PMC5147500,27889239,2016-12-07,,5F0P,,experimental,2.77,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,53.288,Hetero 4-mer,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,37.913,,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),Homo sapiens,19.194,,,SLC11A2
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,2.283,,,SLC11A2
,,,,,,,,,,,,,,,,,,,SLC16A1
7YR5,"Xu, B., Ye, S.",,,,36103816,2022-09-28,,7YR5,2,experimental,,10.1016/j.celrep.2022.111343,Embigin facilitates monocarboxylate transporter 1 localization to the plasma membrane and transition to a decoupling state.,Insecta environmental sample,Homo sapiens,36.922,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Insecta environmental sample,Homo sapiens,55.098,,,SLC16A1
7Y1Q,"Zhang, H., Yang, X., Xue, Y., Huang, Y., Mo, X., Li, N., Gao, N., Li, X., Wang, S., Gao, Y., Liao, J.",,,,,2023-06-14,,7Y1Q,,experimental,,,Allosteric modulation of monocarboxylate transporters 1 and 4 by targeting their chaperon Basigin-2,Homo sapiens,Mus musculus,53.309,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,29.707,,,SLC16A1
6LYY,"Wang, N., Jiang, X., Zhang, S., Zhu, A., Yuan, Y., Lei, J., Yan, C.",,,,33333023,2020-12-23,,6LYY,,experimental,,10.1016/j.cell.2020.11.043,Structural basis of human monocarboxylate transporter 1 inhibition by anti-cancer drug candidates.,Spodoptera frugiperda,Homo sapiens,53.993,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,29.255,,,SLC16A1
6LZ0,"Wang, N., Jiang, X., Zhang, S., Zhu, A., Yuan, Y., Lei, J., Yan, C.",,,,33333023,2020-12-23,,6LZ0,,experimental,,10.1016/j.cell.2020.11.043,Structural basis of human monocarboxylate transporter 1 inhibition by anti-cancer drug candidates.,Spodoptera frugiperda,Homo sapiens,53.993,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,29.255,,,SLC16A1
7CKO,"Wang, N., Jiang, X., Zhang, S., Zhu, A., Yuan, Y., Lei, J., Yan, C.",,,,33333023,2020-12-23,,7CKO,,experimental,,10.1016/j.cell.2020.11.043,Structural basis of human monocarboxylate transporter 1 inhibition by anti-cancer drug candidates.,Homo sapiens,Homo sapiens,53.993,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,29.255,,,SLC16A1
7CKR,"Wang, N., Jiang, X., Zhang, S., Zhu, A., Yuan, Y., Lei, J., Yan, C.",,,,33333023,2020-12-23,,7CKR,,experimental,,10.1016/j.cell.2020.11.043,Structural basis of human monocarboxylate transporter 1 inhibition by anti-cancer drug candidates.,Homo sapiens,Homo sapiens,53.993,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,29.255,,,SLC16A1
7DA5,"Wang, N., Jiang, X., Zhang, S., Zhu, A., Yuan, Y., Lei, J., Yan, C.",,,,33333023,2020-12-23,,7DA5,,experimental,,10.1016/j.cell.2020.11.043,Structural basis of human monocarboxylate transporter 1 inhibition by anti-cancer drug candidates.,Homo sapiens,Homo sapiens,53.992,Hetero 2-mer,,SLC16A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,29.255,,,SLC16A1
,,,,,,,,,,,,,,,,,,,SLC12A2
7D10,"Zhang, S., Yang, M.",,,PMC7889885,33597714,2021-04-14,,7D10,,experimental,,10.1038/s42003-021-01750-w,The structural basis of function and regulation of neuronal cotransporters NKCC1 and KCC2.,Homo sapiens,Homo sapiens,131.583,Homo 2-mer,,SLC12A2
7ZGO,"Nissen, P., Fenton, R., Neumann, C., Lindtoft Rosenbaek, L., Kock Flygaard, R., Habeck, M., Lykkegaard Karlsen, J., Wang, Y., Lindorff-Larsen, K., Gad, H., Hartmann, R., Lyons, J.",,,PMC9713717,36239040,2022-10-05,,7ZGO,4,experimental,,10.15252/embj.2021110169,Cryo-EM structure of the human NKCC1 transporter reveals mechanisms of ion coupling and specificity.,Homo sapiens,Homo sapiens,131.82,Homo 2-mer,,SLC12A2
6NPJ,"Feng, L., Liao, M.F., Orlando, B., Zhang, J.R.",,,PMC6856059,31367042,2019-07-31,,6NPJ,,experimental,,10.1038/s41586-019-1438-2,Structure and mechanism of the cation-chloride cotransporter NKCC1.,Autographa californica nucleopolyhedrovirus,Danio rerio,49.445,Homo 2-mer,,SLC12A2
6NPK,"Feng, L., Liao, M.F., Orlando, B., Zhang, J.R.",,,PMC6856059,31367042,2019-07-31,,6NPK,2,experimental,,10.1038/s41586-019-1438-2,Structure and mechanism of the cation-chloride cotransporter NKCC1.,Spodoptera frugiperda,Danio rerio,50.618,Homo 2-mer,,SLC12A2
6NPH,"Feng, L., Liao, M.F., Orlando, B., Zhang, J.R.",,,PMC6856059,31367042,2019-07-31,,6NPH,2,experimental,,10.1038/s41586-019-1438-2,Structure and mechanism of the cation-chloride cotransporter NKCC1.,Spodoptera frugiperda,Danio rerio,50.618,Homo 2-mer,,SLC12A2
6NPL,"Feng, L., Liao, M.F., Orlando, B., Zhang, J.R.",,,PMC6856059,31367042,2019-07-31,,6NPL,2,experimental,,10.1038/s41586-019-1438-2,Structure and mechanism of the cation-chloride cotransporter NKCC1.,Spodoptera frugiperda,Danio rerio,100.643,Homo 2-mer,,SLC12A2
7SFL,"Moseng, M.A.",,,PMC9616490,36306358,2022-09-28,,7SFL,3,experimental,,10.1126/sciadv.abq0952,Inhibition mechanism of NKCC1 involves the carboxyl terminus and long-range conformational coupling.,Homo sapiens,Homo sapiens,100.436,Homo 2-mer,,SLC12A2
8FHN,"Zhang, J., Fan, M., Feng, L.",,,PMC10030352,36792826,2023-02-15,,8FHN,4,experimental,,10.1038/s41586-023-05718-0,Structure and thiazide inhibition mechanism of the human Na-Cl cotransporter.,Homo sapiens,"Danio rerio, Homo sapiens",120.372,Hetero 3-mer,,SLC12A2
8FHO,"Zhang, J., Fan, M., Feng, L.",,,PMC10030352,36792826,2023-02-15,,8FHO,4,experimental,,10.1038/s41586-023-05718-0,Structure and thiazide inhibition mechanism of the human Na-Cl cotransporter.,Homo sapiens,"Danio rerio, Homo sapiens",120.372,Hetero 3-mer,,SLC12A2
8FHP,"Zhang, J., Fan, M., Feng, L.",,,PMC10030352,36792826,2023-02-15,,8FHP,4,experimental,,10.1038/s41586-023-05718-0,Structure and thiazide inhibition mechanism of the human Na-Cl cotransporter.,Homo sapiens,"Danio rerio, Homo sapiens",120.372,Homo 2-mer,,SLC12A2
8FHQ,"Zhang, J., Fan, M., Feng, L.",,,PMC10030352,36792826,2023-02-15,,8FHQ,4,experimental,,10.1038/s41586-023-05718-0,Structure and thiazide inhibition mechanism of the human Na-Cl cotransporter.,Homo sapiens,"Danio rerio, Homo sapiens",120.372,Homo 2-mer,,SLC12A2
8FHR,"Zhang, J., Fan, M., Feng, L.",,,PMC10030352,36792826,2023-02-15,,8FHR,4,experimental,,10.1038/s41586-023-05718-0,Structure and thiazide inhibition mechanism of the human Na-Cl cotransporter.,Homo sapiens,"Danio rerio, Homo sapiens",120.372,Homo 2-mer,,SLC12A2
6PZT,"Cao, E., Wang, Q., Yang, X.",,,PMC7035313,32081947,2020-03-25,,6PZT,4,experimental,,10.1038/s41467-020-14790-3,Structure of the human cation-chloride cotransporter NKCC1 determined by single-particle electron cryo-microscopy.,Mammalian expression vector BsrGI-MCS-pcDNA3.1,Homo sapiens,131.668,Homo 2-mer,,SLC12A2
7S1Z,"Zhao, Y.X., Cao, E.H.",,,,,2022-05-25,,7S1Z,4,experimental,,10.1038/s41467-022-30407-3,Structural basis for inhibition of the Cation-chloride cotransporter NKCC1 by the diuretic drug bumetanide,Mammalian expression vector BsrGI-MCS-pcDNA3.1,Homo sapiens,131.889,Homo 2-mer,,SLC12A2
7S1X,"Zhao, Y.X., Cao, E.H.",,,,,2022-05-25,,7S1X,4,experimental,,10.1038/s41467-022-30407-3,Structural basis for inhibition of the Cation-chloride cotransporter NKCC1 by the diuretic drug bumetanide,Mammalian expression vector BsrGI-MCS-pcDNA3.1,Homo sapiens,131.889,Homo 2-mer,,SLC12A2
7S1Y,"Zhao, Y.X., Cao, E.h.",,,,,2022-05-25,,7S1Y,4,experimental,,10.1038/s41467-022-30407-3,Structural basis for inhibition of the Cation-chloride cotransporter NKCC1 by the diuretic drug bumetanide,Mammalian expression vector BsrGI-MCS-pcDNA3.1,Homo sapiens,131.842,Homo 2-mer,,SLC12A2
7SMP,"Moseng, M.A.",,,PMC9616490,36306358,2022-09-28,,7SMP,4,experimental,,10.1126/sciadv.abq0952,Inhibition mechanism of NKCC1 involves the carboxyl terminus and long-range conformational coupling.,Homo sapiens,Homo sapiens,103.313,Homo 2-mer,,SLC12A2
8STE,"Moseng, M.A.",,,PMC9616490,36306358,2023-05-17,,8STE,,experimental,,10.1126/sciadv.abq0952,Inhibition mechanism of NKCC1 involves the carboxyl terminus and long-range conformational coupling.,Homo sapiens,Homo sapiens,45.19,Homo 2-mer,,SLC12A2
,,,,,,,,,,,,,,,,,,,SLC7A9
6LID,"Yan, R.H., Li, Y.N., Lei, J.L., Zhou, Q.",,,PMC7159911,32494597,2020-04-29,,6LID,6,experimental,,10.1126/sciadv.aay6379,"Cryo-EM structure of the human heteromeric amino acid transporter b0,+AT-rBAT.",Homo sapiens,Homo sapiens,80.692,Hetero 4-mer,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,55.656,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
6LI9,"Yan, R.H., Li, Y.N., Lei, J.L., Zhou, Q.",,,PMC7159911,32494597,2020-04-29,,6LI9,6,experimental,,10.1126/sciadv.aay6379,"Cryo-EM structure of the human heteromeric amino acid transporter b0,+AT-rBAT.",Homo sapiens,Homo sapiens,80.692,Hetero 4-mer,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,55.656,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
6YV1,"Wu, D., Safarian, S., Michel, H.",,,PMC7474693,32817565,2021-01-20,,6YV1,,experimental,,10.1073/pnas.2008111117,Structural basis for amino acid exchange by a human heteromeric amino acid transporter.,Homo sapiens,Homo sapiens,53.516,Monomer,,SLC7A9
7NF6,"Lee, Y., Kuehlbrandt, W.",,,PMC9110406,35577790,2022-01-19,,7NF6,4,experimental,,10.1038/s41467-022-30293-9,"Ca 2+ -mediated higher-order assembly of heterodimers in amino acid transport system b 0,+ biogenesis and cystinuria.",Homo sapiens,Ovis aries,56.318,Hetero 2-mer,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,Homo sapiens,Ovis aries,78.754,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
7NF8,"Lee, Y., Kuehlbrandt, W.",,,PMC9110406,35577790,2022-01-19,,7NF8,4,experimental,,10.1038/s41467-022-30293-9,"Ca 2+ -mediated higher-order assembly of heterodimers in amino acid transport system b 0,+ biogenesis and cystinuria.",Homo sapiens,Ovis aries,56.318,Hetero 4-mer,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,Homo sapiens,Ovis aries,78.754,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
,,,,,,,,,,,,,,,,,,,SLC7A9
6YUP,"Wu, D., Safarian, S., Michel, H.",,,PMC7474693,32817565,2021-01-20,,6YUP,6,experimental,,10.1073/pnas.2008111117,Structural basis for amino acid exchange by a human heteromeric amino acid transporter.,Homo sapiens,Homo sapiens,78.938,Hetero 4-mer,,SLC7A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,53.516,,,SLC7A9
,,,,,,,,,,,,,,,,,,,RHAG
6XSV,"McPherson, A.",Crystals grown by sitting drop vapor diffusion in Cryschem plates using 0.6 ml reservoirs of 20% PEG 3350 in 0.1 M MES buffer at pH 6.5. Drops composed of equal amounts of the protein at 30 mg/ml in water with the reservoir solution. Crystals grew after about 0ne to two weeks at 298 K,,PMC8187280,33814275,2020-10-14,,6XSV,5,experimental,1.65,10.1016/j.jbiosc.2021.02.008,Structures of two novel crystal forms of Aspergillus oryzae alpha amylase (taka-amylase).,Aspergillus oryzae,Aspergillus oryzae,54.813,Monomer,,RHAG
6XSJ,"McPherson, A.",Crystallized by sitting drop in Cryschem plates using 0.6 ml reservoirs of 20% PEG 3350 in 0.10 M MES buffer. 8 ul Drops composed of equal amounts of enzyme in water at 30 mg/ml and the reservoir solution,,PMC8187280,33814275,2020-10-14,,6XSJ,9,experimental,1.4,10.1016/j.jbiosc.2021.02.008,Structures of two novel crystal forms of Aspergillus oryzae alpha amylase (taka-amylase).,Aspergillus oryzae,Aspergillus oryzae,54.813,Monomer,N-Glycosylation,RHAG
,,,,,,,,,,,,,,,,,Monomer,,RHAG
,,,,,,,,,,,,,,,,,,,RHAG
8CSX,"Vallese, F., Kim, K., Yen, L.Y., Johnston, J.D., Noble, A.J., Cali, T., Clarke, O.B.",,,PMC10373098,35835865,2022-07-20,,8CSX,,experimental,,10.1038/s41594-022-00792-w,Architecture of the human erythrocyte ankyrin-1 complex.,,Homo sapiens,45.599,"Hetero 3-mer, Homo 3-mer",,RHAG
,,,,,,,,,,,,,,,Homo sapiens,44.23,,,RHAG
7UZQ,"Vallese, F., Kim, K., Yen, L.Y., Johnston, J.D., Noble, A.J., Cali, T., Clarke, O.B.",,,PMC10373098,35835865,2022-07-20,,7UZQ,,experimental,,10.1038/s41594-022-00792-w,Architecture of the human erythrocyte ankyrin-1 complex.,,Homo sapiens,44.23,Hetero 4-mer,,RHAG
,,,,,,,,,,,,,,,Homo sapiens,45.599,,,RHAG
,,,,,,,,,,,,,,,Homo sapiens,21.76,,,RHAG
7V0S,"Vallese, F., Kim, K., Yen, L.Y., Johnston, J.D., Noble, A.J., Cali, T., Clarke, O.B.",,,PMC10373098,35835865,2022-07-20,,7V0S,,experimental,,10.1038/s41594-022-00792-w,Architecture of the human erythrocyte ankyrin-1 complex.,,Homo sapiens,45.599,Hetero 4-mer,,RHAG
,,,,,,,,,,,,,,,Homo sapiens,206.523,,,RHAG
,,,,,,,,,,,,,,,Homo sapiens,44.23,,,RHAG
,,,,,,,,,,,,,,,,,,,TUSC3
